,2009,2013,2017,2018,2019,ups,downs,avg
03-09,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-21,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-23,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
03-26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
03-27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
03-28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
03-29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-03,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-04,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-06,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-09,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04-16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-23,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-26,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
04-30,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-04,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-06,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-07,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-08,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-09,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-21,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-23,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-28,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-30,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05-31,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-04,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-06,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-07,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-08,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-21,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
06-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
06-26,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
06-27,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
06-28,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
06-29,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
06-30,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
07-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
07-02,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
07-03,3.6036086347559797,0.0,0.0,0.0,0.0,1.0,3.0,0.7207217269511961
07-05,2.72727446122603,0.0,0.0,0.0,0.0,1.0,3.0,0.5454548922452059
07-06,2.72727446122603,0.0,0.0,0.0,0.0,1.0,3.0,0.5454548922452059
07-07,2.72727446122603,0.0,0.0,0.0,0.0,1.0,3.0,0.5454548922452059
07-08,2.72727446122603,0.0,0.0,0.0,0.0,1.0,3.0,0.5454548922452059
07-09,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-10,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-11,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-12,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-13,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-14,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-15,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-16,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-17,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-18,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-19,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-20,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-21,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-22,6.956523397694463,0.0,0.0,0.0,0.0,1.0,3.0,1.3913046795388926
07-23,14.400001525878904,0.0,0.0,0.0,0.0,1.0,3.0,2.880000305175781
07-24,14.400001525878904,0.0,0.0,0.0,0.0,1.0,3.0,2.880000305175781
07-25,20.74074215359158,0.0,0.0,0.0,0.0,1.0,3.0,4.148148430718316
07-26,20.74074215359158,0.0,0.0,0.0,0.0,1.0,3.0,4.148148430718316
07-27,20.74074215359158,0.0,0.0,0.0,0.0,1.0,3.0,4.148148430718316
07-28,20.74074215359158,0.0,0.0,0.0,0.0,1.0,3.0,4.148148430718316
07-29,23.571429933820447,0.0,0.0,0.0,0.0,1.0,3.0,4.71428598676409
07-30,23.571429933820447,0.0,0.0,0.0,0.0,1.0,3.0,4.71428598676409
07-31,26.206897867136984,0.0,0.0,0.0,0.0,1.0,3.0,5.2413795734273965
08-01,26.206897867136984,0.0,0.0,0.0,0.0,1.0,3.0,5.2413795734273965
08-02,30.514970500442747,0.0,0.0,0.0,0.0,1.0,3.0,6.10299410008855
08-03,30.514970500442747,0.0,0.0,0.0,0.0,1.0,3.0,6.10299410008855
08-04,30.514970500442747,0.0,0.0,0.0,0.0,1.0,3.0,6.10299410008855
08-05,38.06078121247754,0.0,0.0,0.0,0.0,1.0,3.0,7.6121562424955105
08-06,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-07,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-08,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-09,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-10,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-11,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-12,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-13,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-14,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-15,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-16,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-17,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-18,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-19,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-20,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-21,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-22,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-23,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-24,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-25,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-26,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-27,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-28,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-29,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-30,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
08-31,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-01,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-03,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-04,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-05,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-06,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-07,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-08,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-09,37.97820943841233,0.0,0.0,0.0,0.0,1.0,3.0,7.595641887682465
09-10,35.659634470559865,0.0,0.0,0.0,0.0,1.0,3.0,7.131926894111975
09-11,35.659634470559865,0.0,0.0,0.0,0.0,1.0,3.0,7.131926894111975
09-12,35.659634470559865,0.0,0.0,0.0,0.0,1.0,3.0,7.131926894111975
09-13,35.659634470559865,0.0,0.0,0.0,0.0,1.0,3.0,7.131926894111975
09-14,35.659634470559865,0.0,0.0,0.0,0.0,1.0,3.0,7.131926894111975
09-15,36.239279594499386,0.0,0.0,0.0,0.0,1.0,3.0,7.247855918899876
09-16,33.34106503061299,0.0,0.0,0.0,0.0,1.0,3.0,6.668213006122597
09-17,34.285714285714285,0.0,0.0,0.0,0.0,1.0,3.0,6.857142857142858
09-18,28.57142857142857,0.0,0.0,0.0,0.0,1.0,3.0,5.7142857142857135
09-19,28.57142857142857,0.0,0.0,0.0,0.0,1.0,3.0,5.7142857142857135
09-20,28.57142857142857,0.0,0.0,0.0,0.0,1.0,3.0,5.7142857142857135
09-21,28.57142857142857,0.0,0.0,0.0,0.0,1.0,3.0,5.7142857142857135
09-22,28.57142857142857,0.0,0.0,0.0,0.0,1.0,3.0,5.7142857142857135
09-23,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
09-24,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
09-25,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
09-26,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
09-27,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
09-28,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
09-29,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
09-30,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
10-01,22.857142857142854,0.0,0.0,0.0,0.0,1.0,3.0,4.571428571428571
10-02,20.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
10-03,20.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
10-04,20.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
10-05,20.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
10-06,20.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
10-07,17.142857142857142,0.0,0.0,0.0,0.0,1.0,3.0,3.4285714285714284
10-08,17.142857142857142,0.0,0.0,0.0,0.0,1.0,3.0,3.4285714285714284
10-09,12.0057133265904,0.0,0.0,0.0,0.0,1.0,3.0,2.4011426653180803
10-10,12.0057133265904,0.0,0.0,0.0,0.0,1.0,3.0,2.4011426653180803
10-11,12.0057133265904,0.0,0.0,0.0,0.0,1.0,3.0,2.4011426653180803
10-12,12.0057133265904,0.0,0.0,0.0,0.0,1.0,3.0,2.4011426653180803
10-13,1.2857164655412745,0.0,0.0,0.0,0.0,1.0,3.0,0.2571432931082549
10-14,1.2857164655412745,0.0,0.0,0.0,0.0,1.0,3.0,0.2571432931082549
10-15,1.417138235909598,0.0,0.0,0.0,0.0,1.0,3.0,0.2834276471819196
10-16,1.417138235909598,0.0,0.0,0.0,0.0,1.0,3.0,0.2834276471819196
10-17,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
10-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-23,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-26,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-30,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10-31,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-06,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-07,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-08,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-09,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-21,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-23,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-26,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-28,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11-30,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
12-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
12-03,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-04,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-06,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-08,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-22,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-24,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12-31,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
